skill_overlap,years_experience,salary_offered,distance_km,seniority,contract_type,remote,match
0.635,10.2,78756,64.1,senior,freelance,no,1
0.224,6.4,75100,46.6,senior,freelance,no,0
0.095,6.0,23589,16.7,mid,internship,no,1
0.704,1.8,31171,183.8,junior,full_time,yes,1
0.257,4.3,42159,65.4,mid,full_time,yes,1
0.29,1.3,23564,105.5,junior,part_time,yes,1
0.69,7.1,59685,31.6,senior,full_time,no,1
0.142,2.4,29692,51.1,junior,full_time,no,1
0.349,0.1,23549,53.7,junior,full_time,no,1
0.267,4.5,25040,52.4,mid,internship,no,1
0.213,5.2,31078,22.5,mid,full_time,no,1
0.346,7.7,58649,4.0,senior,full_time,no,1
0.228,0.0,21185,173.9,junior,part_time,no,0
0.71,10.0,50459,111.1,senior,part_time,yes,1
0.262,2.5,27116,10.4,junior,full_time,no,0
0.404,1.7,30528,25.5,junior,full_time,no,0
0.579,4.2,53013,150.7,mid,freelance,yes,1
0.528,2.5,30488,71.5,junior,part_time,yes,1
0.188,3.6,32599,38.8,mid,part_time,yes,0
0.269,0.6,36787,75.2,junior,freelance,yes,0
0.386,2.8,25940,120.5,junior,full_time,yes,1
0.752,2.3,40086,35.1,mid,full_time,no,1
0.426,2.2,25967,37.2,junior,full_time,yes,0
0.12,3.6,41615,68.5,mid,full_time,no,0
0.175,5.8,44041,51.0,mid,full_time,yes,0
0.396,1.5,31647,51.5,junior,full_time,no,1
0.596,6.4,43210,65.0,mid,full_time,no,1
0.43,1.7,32679,71.7,junior,full_time,no,0
0.402,1.8,32736,30.7,junior,full_time,no,1
0.296,0.6,28141,313.3,junior,full_time,no,0
0.281,7.3,64635,12.6,senior,full_time,no,0
0.419,3.3,36663,66.1,mid,full_time,no,1
0.538,1.9,40100,38.5,mid,full_time,no,1
0.439,9.1,64118,35.2,senior,full_time,yes,1
0.248,1.1,26161,60.3,junior,full_time,yes,0
0.807,11.1,63517,37.3,senior,full_time,no,1
0.17,5.9,34287,107.0,mid,part_time,yes,1
0.764,11.8,66015,41.1,senior,full_time,no,1
0.324,10.7,70409,77.4,senior,full_time,yes,1
0.456,10.1,50097,34.7,senior,part_time,no,0
0.321,1.8,26770,38.3,junior,full_time,yes,0
0.303,4.6,34149,39.6,mid,part_time,no,1
0.236,8.6,60202,33.2,senior,full_time,no,1
0.212,2.5,45420,15.2,mid,full_time,no,0
0.118,1.1,13182,107.8,junior,internship,yes,0
0.636,7.6,58915,26.6,senior,full_time,yes,1
0.033,0.0,34106,45.8,junior,freelance,no,0
0.115,0.0,42178,196.9,mid,full_time,yes,0
0.285,3.1,47371,171.8,mid,full_time,yes,0
0.577,1.8,31370,31.0,junior,full_time,no,1
0.836,3.8,44848,75.0,mid,freelance,no,1
0.474,2.3,34171,208.8,junior,full_time,yes,0
0.387,2.8,36665,37.2,mid,full_time,yes,1
0.299,10.3,76377,216.9,senior,freelance,no,0
0.494,2.6,32986,62.6,junior,full_time,no,0
0.421,5.5,38445,81.7,mid,full_time,no,1
0.018,2.0,22792,80.3,junior,internship,no,0
0.186,6.4,65567,39.5,senior,full_time,no,1
0.875,9.3,50055,42.6,senior,part_time,no,1
0.548,2.3,32111,18.4,junior,full_time,no,1
0.013,3.3,49763,41.3,mid,freelance,no,1
0.587,4.5,19156,27.1,mid,internship,yes,1
0.471,8.1,30742,101.5,mid,full_time,no,1
0.45,4.7,38584,82.7,mid,full_time,no,0
0.462,4.3,40154,139.2,mid,full_time,yes,1
0.413,4.4,38681,64.0,mid,full_time,no,0
0.369,2.5,25786,45.1,junior,full_time,no,1
0.236,1.6,18873,166.1,junior,full_time,yes,1
0.645,6.3,44579,56.0,senior,part_time,no,1
0.197,0.0,30752,86.7,junior,full_time,yes,1
0.535,5.5,45647,13.7,mid,full_time,no,1
0.109,2.7,25450,119.5,junior,full_time,no,0
0.399,8.9,67417,75.7,senior,full_time,no,1
0.204,5.3,32937,24.4,mid,full_time,no,0
0.437,0.6,33145,20.5,junior,freelance,no,1
0.453,0.4,32146,23.8,junior,full_time,no,0
0.073,3.0,43805,46.6,mid,full_time,no,0
0.786,6.4,66857,212.1,senior,full_time,yes,1
0.594,3.9,14174,50.7,mid,internship,no,1
0.502,3.5,29717,6.4,mid,internship,no,1
0.275,4.1,29893,10.7,mid,internship,no,1
0.32,0.4,30453,41.5,junior,full_time,no,0
0.376,7.2,46662,40.7,mid,full_time,no,1
0.455,4.0,21637,26.2,junior,part_time,yes,0
0.574,1.9,31505,139.0,junior,full_time,yes,1
0.326,5.4,44937,62.8,mid,full_time,no,1
0.592,8.0,66728,92.4,senior,full_time,yes,1
0.626,7.3,62106,81.4,senior,full_time,no,1
0.441,7.0,70013,22.3,senior,full_time,yes,1
0.577,4.4,48575,17.0,mid,full_time,no,0
0.0,0.5,33187,400.0,junior,full_time,yes,0
0.463,6.4,43193,40.8,mid,full_time,no,1
0.27,8.8,36673,19.6,senior,internship,no,0
0.063,4.8,32625,70.2,mid,part_time,no,0
0.357,2.0,40303,24.1,mid,freelance,no,1
0.691,7.0,31128,38.5,mid,part_time,no,1
0.362,4.3,23037,21.4,mid,internship,yes,1
0.69,2.9,44524,16.0,senior,part_time,no,0
0.152,1.1,46950,114.6,mid,full_time,yes,0
0.547,2.1,24087,40.0,mid,internship,no,0
0.104,0.8,23040,30.5,junior,freelance,no,0
0.314,6.2,33267,150.7,mid,part_time,yes,0
0.248,1.5,32467,110.1,junior,full_time,no,0
0.487,4.5,74907,12.5,senior,freelance,yes,1
0.134,2.1,38413,12.2,mid,full_time,no,1
0.315,6.5,37488,26.9,mid,full_time,no,0
0.573,2.0,28349,29.6,junior,full_time,no,0
0.577,4.6,39459,25.8,mid,full_time,no,1
0.24,5.6,44602,148.8,mid,freelance,yes,1
0.532,1.8,33670,23.7,junior,full_time,no,1
0.557,11.0,65713,37.9,senior,full_time,no,0
0.56,0.6,19796,59.8,junior,part_time,yes,1
0.307,4.1,37358,37.7,mid,part_time,no,1
0.609,1.8,34126,53.2,junior,freelance,yes,1
0.236,5.3,47828,15.3,mid,freelance,no,1
0.602,5.0,49063,68.5,mid,freelance,no,1
0.308,9.4,65100,46.2,senior,full_time,yes,1
0.123,0.9,28351,94.4,junior,full_time,yes,0
0.195,7.2,76794,61.9,senior,freelance,no,1
0.456,4.4,49145,37.6,mid,full_time,yes,1
0.034,2.5,26918,194.5,junior,full_time,yes,0
0.163,1.6,30198,81.8,junior,full_time,no,1
0.331,0.7,22838,35.2,junior,full_time,no,1
0.698,11.4,66771,2.5,senior,full_time,no,1
0.832,2.2,38513,66.8,junior,freelance,no,1
0.237,2.9,42082,46.7,mid,full_time,no,1
0.557,5.0,39979,46.0,mid,full_time,no,1
0.657,7.4,65090,164.9,senior,full_time,yes,1
0.26,1.8,43694,106.3,mid,full_time,no,0
0.347,5.9,42211,50.9,mid,full_time,no,1
0.079,1.9,13984,17.9,junior,internship,no,0
0.347,7.6,69237,86.7,senior,full_time,yes,0
0.259,1.0,24928,42.2,junior,full_time,no,0
0.378,2.2,31028,41.7,junior,full_time,no,0
0.728,7.0,65847,91.1,senior,full_time,yes,1
0.097,2.1,17706,135.8,junior,internship,no,0
0.357,2.7,31779,13.2,junior,full_time,yes,1
0.408,4.8,35201,59.8,mid,full_time,no,0
0.528,2.2,27752,35.7,junior,full_time,no,1
0.414,1.3,16278,47.0,junior,part_time,yes,1
0.727,5.2,35942,105.4,mid,full_time,no,1
0.629,0.6,42439,31.6,mid,full_time,yes,1
0.419,2.8,43075,151.0,mid,full_time,no,0
0.482,0.0,22593,30.5,junior,full_time,no,0
0.232,3.7,42950,12.1,mid,full_time,no,1
0.351,13.8,63890,71.7,senior,full_time,yes,0
0.052,1.7,28238,26.5,junior,full_time,no,0
0.447,1.8,36853,17.4,junior,full_time,no,1
0.387,1.6,19889,38.8,junior,part_time,no,0
0.699,5.5,38016,44.7,mid,full_time,no,1
0.452,0.0,32137,22.8,junior,freelance,no,1
0.584,3.1,30835,69.6,mid,part_time,no,1
0.599,9.6,63791,95.1,senior,full_time,no,0
0.078,2.2,28120,116.3,junior,full_time,no,0
0.291,8.3,42613,50.7,mid,full_time,yes,1
0.218,0.6,23668,91.1,junior,full_time,no,1
0.563,2.2,30885,58.3,junior,full_time,no,1
0.515,4.1,27697,34.9,mid,internship,no,1
0.275,3.0,21798,36.0,mid,internship,no,0
0.671,9.5,49977,22.9,senior,part_time,no,1
0.706,4.2,16634,63.7,mid,internship,yes,1
0.219,3.2,27936,8.3,junior,full_time,no,0
0.589,3.1,38232,140.9,mid,part_time,no,1
0.555,1.2,31640,81.9,junior,full_time,yes,1
0.681,10.2,67489,12.7,senior,full_time,yes,1
0.55,2.7,43105,96.5,mid,full_time,yes,1
0.163,1.9,31154,107.9,junior,freelance,no,0
0.451,6.0,43469,48.7,mid,full_time,no,0
0.765,5.3,46860,117.3,mid,full_time,yes,1
0.281,5.3,46544,30.1,mid,freelance,no,0
0.288,1.5,30629,18.1,junior,full_time,no,0
0.708,2.0,25170,59.5,junior,full_time,no,1
0.46,1.6,26470,81.4,junior,full_time,no,0
0.66,1.0,24110,77.4,junior,full_time,no,1
0.596,6.4,42561,175.0,mid,full_time,no,1
0.53,0.6,28292,7.2,junior,full_time,no,1
0.627,3.1,29388,33.4,junior,full_time,no,1
0.366,5.2,43080,3.1,mid,full_time,no,1
0.667,1.9,23531,22.2,junior,part_time,no,1
0.74,4.4,56047,58.5,senior,part_time,no,0
0.689,2.9,25665,40.2,mid,internship,no,1
0.346,2.3,14724,50.3,junior,part_time,yes,1
0.496,5.6,42392,104.7,mid,full_time,yes,0
0.583,1.9,28717,186.3,junior,full_time,yes,1
0.097,7.5,61404,128.0,senior,full_time,yes,0
0.45,2.8,44905,32.5,mid,full_time,no,1
0.528,3.8,49520,19.8,mid,full_time,yes,1
0.54,10.1,61967,111.4,senior,full_time,no,1
0.445,9.0,69421,11.4,senior,full_time,no,1
0.595,14.5,68756,27.9,senior,full_time,no,1
0.395,2.5,28960,41.3,junior,full_time,no,0
0.448,0.6,31747,8.5,junior,full_time,yes,1
0.109,4.4,40584,74.3,mid,full_time,yes,0
0.082,4.3,46028,12.5,mid,full_time,no,0
0.299,1.8,47691,37.7,mid,full_time,yes,1
0.856,3.0,43670,50.8,mid,full_time,no,1
0.326,1.6,22699,72.5,junior,part_time,yes,1
0.68,2.0,29423,25.3,junior,freelance,no,1
0.399,4.5,27105,39.3,mid,internship,yes,1
0.521,2.8,28050,37.0,junior,full_time,no,1
0.322,3.6,42782,20.6,mid,full_time,yes,0
0.552,6.2,45305,27.1,mid,full_time,no,1
0.554,6.4,42250,143.7,mid,full_time,yes,1
0.133,2.8,40791,77.8,mid,full_time,yes,0
0.415,4.6,47067,45.2,mid,full_time,yes,1
0.313,6.9,36717,56.8,mid,full_time,no,0
0.338,4.2,30548,29.0,junior,full_time,no,1
0.129,4.3,37691,6.7,mid,full_time,no,0
0.415,3.9,35664,20.9,mid,full_time,no,1
0.506,1.9,30300,77.8,junior,full_time,no,1
0.591,5.8,33581,266.5,mid,part_time,yes,1
0.533,7.7,62788,27.3,senior,full_time,no,1
0.426,0.8,23955,60.7,junior,full_time,no,1
0.555,4.1,44444,2.7,mid,full_time,yes,1
0.497,11.4,65312,30.3,senior,full_time,yes,1
0.594,11.0,77518,70.0,senior,freelance,no,1
0.262,0.3,26824,149.9,junior,full_time,yes,0
0.998,6.4,22305,33.1,mid,internship,yes,1
0.465,9.4,68881,133.9,senior,full_time,no,1
0.538,3.6,20196,51.8,mid,internship,yes,0
0.367,0.6,22905,26.6,junior,full_time,no,0
0.495,0.7,17728,39.1,junior,part_time,no,1
0.231,3.8,42847,22.9,mid,full_time,no,1
0.173,5.7,38190,96.5,mid,part_time,no,1
0.696,0.0,15933,22.2,junior,internship,no,0
0.387,0.8,24949,134.0,junior,full_time,no,0
0.202,4.7,28599,64.0,mid,part_time,no,0
0.356,4.7,43437,224.4,mid,full_time,no,0
0.522,9.8,42684,39.0,senior,part_time,no,0
0.086,1.6,35414,27.9,mid,full_time,no,0
0.26,8.3,65687,7.4,senior,full_time,no,0
0.09,4.1,70046,137.3,senior,full_time,yes,0
0.351,2.2,32025,50.4,junior,full_time,yes,1
0.663,4.0,32712,312.8,mid,part_time,no,1
0.169,1.6,32189,27.5,junior,full_time,no,1
0.179,9.9,35089,52.2,senior,internship,no,0
0.047,1.2,19675,20.8,junior,part_time,no,0
0.553,5.8,43080,104.9,mid,full_time,yes,1
0.274,10.1,49784,29.6,senior,part_time,no,0
0.294,0.0,34618,37.3,junior,part_time,no,1
0.8,10.5,64311,70.3,senior,full_time,no,1
0.373,2.6,28627,48.0,junior,full_time,no,0
0.496,3.3,54381,138.8,mid,freelance,no,1
0.221,5.6,43940,45.3,mid,full_time,no,0
0.443,2.0,22121,46.5,junior,full_time,no,0
0.157,4.9,55766,88.8,mid,freelance,yes,0
0.638,9.2,66134,47.2,senior,full_time,no,1
0.45,1.5,23233,183.6,junior,freelance,yes,0
0.79,4.2,41836,69.5,mid,full_time,yes,1
0.892,11.4,46229,38.9,senior,part_time,no,1
0.281,6.5,40339,130.1,mid,full_time,no,1
0.0,0.0,27877,5.6,junior,full_time,no,0
0.36,6.8,51279,92.0,senior,part_time,no,1
0.326,1.0,19835,30.7,junior,internship,no,0
0.161,4.0,46563,11.3,mid,full_time,no,0
0.682,4.1,53910,79.4,mid,freelance,no,1
0.741,4.2,47600,40.2,mid,freelance,no,1
0.468,1.9,24887,27.0,junior,freelance,no,1
0.48,1.5,19240,49.0,junior,full_time,no,1
0.69,4.6,44709,34.5,mid,full_time,no,1
0.772,1.7,27790,59.8,junior,full_time,no,1
0.456,5.7,48501,58.1,mid,full_time,yes,0
0.184,2.3,43623,41.4,mid,full_time,no,0
0.637,5.8,16960,33.2,mid,internship,no,0
0.274,2.2,13747,202.4,junior,internship,yes,0
0.16,1.7,29498,48.4,junior,full_time,no,0
0.49,12.7,63053,45.9,senior,full_time,yes,1
0.446,4.6,47268,18.4,mid,full_time,no,0
0.214,2.1,26458,67.4,junior,full_time,no,0
0.341,0.7,20503,103.5,junior,part_time,yes,1
0.515,0.3,26585,42.4,junior,freelance,no,1
0.82,6.5,72132,108.9,senior,full_time,no,1
0.32,2.0,31516,65.7,junior,freelance,no,0
0.367,2.2,22017,63.8,junior,part_time,no,1
0.603,5.3,40555,71.4,mid,full_time,yes,1
0.342,2.0,27459,281.0,junior,full_time,yes,0
0.351,1.6,29076,70.4,junior,full_time,no,1
0.431,8.7,37268,104.4,senior,internship,no,1
0.448,8.1,44017,46.3,mid,full_time,no,1
0.623,1.2,32379,70.4,junior,full_time,yes,0
0.275,3.7,50726,7.6,mid,freelance,no,1
0.205,1.7,29909,62.9,junior,full_time,no,0
0.167,1.9,25697,45.8,junior,full_time,no,0
0.05,2.7,48959,53.1,mid,freelance,yes,0
0.764,4.8,44004,29.1,mid,freelance,no,1
0.616,5.0,29751,16.4,mid,part_time,no,1
0.264,10.7,51707,139.6,senior,part_time,yes,1
0.126,1.9,33604,18.3,junior,freelance,no,1
0.82,7.7,67319,53.4,senior,full_time,no,1
0.7,5.8,37594,65.3,mid,part_time,yes,1
0.365,4.1,12000,126.4,junior,internship,yes,1
0.685,10.9,58466,31.6,senior,full_time,no,1
0.289,0.6,27920,172.7,junior,full_time,yes,0
0.299,3.7,28954,133.9,mid,internship,yes,1
0.554,3.3,28147,45.5,mid,internship,no,1
0.533,4.7,16095,17.8,junior,internship,no,1
0.391,8.1,64002,99.9,senior,full_time,no,1
0.26,0.2,16315,17.7,junior,internship,no,0
0.679,9.3,68921,56.6,senior,full_time,no,1
0.516,1.9,18273,52.8,junior,part_time,no,0
0.363,0.3,26842,22.4,junior,full_time,yes,1
0.084,1.8,29175,53.7,junior,full_time,yes,1
0.785,8.5,39668,57.3,senior,internship,no,1
0.197,2.5,23924,8.6,junior,part_time,no,0
0.115,7.6,58104,95.7,senior,full_time,no,0
0.443,1.5,30932,41.2,junior,full_time,no,0
0.356,2.2,41950,22.0,mid,full_time,no,0
0.245,2.5,34428,80.3,junior,freelance,no,1
0.567,1.1,31445,51.9,junior,freelance,no,1
0.41,14.6,51960,63.6,senior,part_time,yes,1
0.34,2.4,42163,45.0,mid,full_time,no,1
0.579,3.9,41355,116.4,mid,full_time,yes,1
0.35,4.3,39345,76.8,mid,full_time,no,0
0.455,7.6,42590,74.2,mid,full_time,yes,1
0.661,2.0,37469,5.2,mid,full_time,no,1
0.683,6.9,73201,18.8,senior,freelance,no,0
0.113,5.0,47174,97.9,mid,freelance,no,0
0.177,3.4,45628,19.9,mid,full_time,no,0
0.153,4.8,45582,168.4,mid,full_time,yes,1
0.366,3.7,49045,56.7,mid,full_time,no,0
0.407,6.1,36128,61.0,mid,full_time,no,0
0.333,6.0,41102,50.9,mid,full_time,no,1
0.753,4.3,46315,59.1,mid,full_time,no,1
0.362,6.7,24061,27.6,mid,internship,no,1
0.609,3.3,66187,43.6,senior,full_time,yes,1
0.341,7.0,61736,42.5,senior,full_time,no,1
0.696,9.3,52642,137.0,senior,part_time,yes,1
0.525,5.6,42653,35.3,mid,full_time,no,0
0.342,6.6,40817,33.7,mid,full_time,no,0
0.377,0.0,31530,21.3,junior,full_time,no,1
0.347,4.4,40279,90.7,mid,part_time,yes,1
0.181,2.1,24890,52.6,junior,full_time,no,0
0.429,1.5,30041,81.4,junior,full_time,no,1
0.58,8.1,65485,19.0,senior,full_time,no,0
0.347,11.5,67273,52.1,senior,full_time,no,1
0.549,5.9,46622,2.2,mid,full_time,no,0
0.654,1.0,38144,53.2,junior,freelance,yes,0
0.276,3.3,46555,32.6,mid,freelance,no,1
0.262,3.2,26640,90.4,mid,part_time,yes,1
0.945,11.5,74422,63.0,senior,freelance,no,1
0.645,8.2,64693,19.0,senior,full_time,no,1
0.435,1.1,19206,251.2,junior,full_time,yes,0
0.232,1.9,32386,84.8,junior,full_time,yes,0
0.262,0.7,26162,5.7,junior,full_time,no,0
0.403,1.9,27819,58.4,junior,full_time,no,0
0.752,2.7,26002,29.8,junior,full_time,no,1
0.23,3.6,27274,14.9,junior,full_time,no,1
0.558,2.9,25467,14.6,junior,part_time,no,1
0.357,1.7,28295,43.8,junior,full_time,no,0
0.867,1.8,39625,37.5,junior,freelance,no,0
0.334,7.8,34647,65.4,mid,part_time,yes,1
0.368,1.1,23455,19.8,junior,part_time,no,1
0.471,4.8,66235,103.3,senior,full_time,yes,1
0.304,1.0,27790,33.9,junior,full_time,no,1
0.693,2.4,31614,66.8,junior,full_time,no,1
0.015,1.2,37321,244.2,junior,freelance,yes,0
0.115,2.9,24032,59.7,mid,internship,no,0
0.352,1.9,30789,51.5,junior,full_time,yes,1
0.125,3.8,41510,8.5,mid,full_time,no,0
0.489,0.5,28770,60.5,junior,full_time,no,1
0.381,5.8,49055,14.3,senior,part_time,no,0
0.558,2.9,15538,96.4,junior,internship,no,0
0.265,1.2,31506,44.0,junior,full_time,no,0
0.51,8.9,64825,25.7,senior,full_time,no,1
0.126,2.6,26638,59.5,junior,full_time,yes,0
0.15,0.8,27057,89.9,junior,full_time,no,0
0.283,5.1,63998,97.8,senior,full_time,no,0
0.731,0.7,30383,2.1,junior,full_time,yes,1
0.069,2.8,31213,229.6,junior,freelance,yes,0
0.225,1.7,47199,139.8,mid,full_time,yes,1
0.633,0.9,32223,12.5,junior,freelance,yes,1
0.473,8.1,72442,37.2,senior,full_time,yes,1
0.645,3.2,31591,72.2,mid,part_time,no,0
0.685,3.0,43849,26.3,mid,full_time,no,1
0.0,0.0,31478,20.3,junior,full_time,no,0
0.532,3.5,47543,52.2,mid,full_time,yes,1
0.681,4.9,44195,159.9,mid,full_time,no,1
0.189,0.5,24576,49.8,junior,internship,no,0
0.829,12.6,50225,98.1,senior,part_time,yes,0
0.352,5.3,27163,106.1,mid,part_time,yes,0
0.362,3.0,41879,20.4,mid,full_time,no,1
0.571,2.4,31622,62.7,junior,full_time,yes,1
0.164,2.3,30432,42.1,junior,full_time,yes,1
0.639,3.3,38436,37.8,mid,full_time,no,1
0.194,6.1,40817,33.1,mid,full_time,no,1
0.614,0.7,18166,35.5,junior,part_time,no,1
0.591,0.9,25676,8.8,junior,full_time,no,0
0.263,9.9,64673,25.5,senior,full_time,no,1
0.272,2.2,29633,55.2,junior,full_time,no,0
0.369,2.8,25449,11.4,junior,full_time,no,1
0.739,7.1,39780,29.3,mid,full_time,no,1
0.756,1.4,34688,104.1,junior,freelance,no,0
0.114,2.1,25003,53.3,junior,full_time,no,0
0.441,2.4,18475,20.0,junior,part_time,yes,1
0.746,9.1,57907,103.6,senior,part_time,yes,1
0.163,3.7,26996,34.8,junior,full_time,yes,1
0.634,6.4,35611,38.5,mid,full_time,no,1
0.702,6.4,62611,102.5,senior,full_time,yes,1
0.197,2.0,35024,22.7,mid,full_time,no,0
0.709,6.3,47773,29.1,mid,full_time,no,1
0.172,7.3,22847,52.3,mid,internship,no,0
0.409,0.3,24356,16.1,junior,full_time,no,1
0.433,2.0,51713,167.3,mid,freelance,yes,0
0.463,9.5,72943,81.3,senior,full_time,yes,1
0.477,6.1,41401,94.9,mid,full_time,no,0
0.123,4.8,47716,67.0,mid,full_time,no,0
0.662,0.8,26823,42.5,junior,full_time,no,1
0.457,8.4,60882,72.0,senior,full_time,no,1
0.391,1.0,27335,126.5,junior,part_time,no,0
0.498,9.6,62476,8.7,senior,full_time,no,0
0.158,2.3,13883,29.1,junior,internship,yes,0
0.691,4.0,45637,28.5,mid,full_time,no,1
0.276,10.8,35874,45.3,senior,internship,no,1
0.434,4.7,31114,11.0,mid,part_time,no,1
0.319,1.2,27109,11.2,junior,full_time,no,1
0.668,11.2,62669,67.7,senior,full_time,no,0
0.402,1.8,29473,4.6,junior,full_time,yes,1
0.211,1.6,29706,44.5,junior,full_time,no,1
0.142,5.2,42479,19.2,mid,full_time,yes,0
0.084,6.2,43983,120.7,mid,full_time,no,0
0.141,6.2,51192,155.2,mid,freelance,yes,0
0.515,1.5,17218,268.0,junior,internship,yes,1
0.64,2.2,41006,47.3,mid,full_time,no,1
0.248,9.3,63700,60.5,senior,full_time,no,0
0.117,1.6,29297,143.6,junior,full_time,no,0
0.466,3.5,37801,77.3,mid,full_time,no,1
0.533,4.6,41649,17.2,mid,part_time,no,0
0.529,10.3,39947,52.5,senior,part_time,no,1
0.537,6.9,46337,54.1,mid,freelance,no,1
0.475,7.7,68749,22.2,senior,full_time,yes,1
0.569,2.5,30555,45.9,junior,full_time,no,1
0.53,0.5,29244,30.2,junior,freelance,no,1
0.959,11.8,62724,143.3,senior,full_time,no,1
0.3,6.8,65175,24.3,senior,full_time,no,0
0.065,0.4,27692,88.4,mid,part_time,yes,0
0.05,3.6,27292,21.4,mid,part_time,no,0
0.357,2.2,51368,18.2,mid,freelance,no,1
0.106,1.4,18260,79.4,junior,internship,no,1
0.432,8.5,65041,70.1,senior,full_time,no,0
0.38,12.1,69644,116.6,senior,full_time,yes,1
0.777,2.4,31826,33.7,mid,part_time,no,0
0.787,0.3,25291,36.3,junior,full_time,no,1
0.418,1.7,23945,69.3,junior,full_time,no,0
0.398,1.3,23816,143.1,junior,part_time,yes,1
0.147,6.0,40899,358.0,mid,full_time,yes,0
0.342,3.7,44831,0.8,mid,full_time,no,1
0.782,2.6,32097,7.4,junior,freelance,yes,1
0.471,1.0,46547,12.4,mid,full_time,no,1
0.592,7.8,63602,34.8,senior,full_time,yes,1
0.378,1.5,12000,49.2,junior,internship,no,1
0.412,4.3,42721,62.9,mid,full_time,no,1
1.0,7.6,21882,60.1,mid,internship,no,1
0.593,1.1,28517,87.8,junior,full_time,no,0
0.74,1.8,43004,29.2,mid,full_time,yes,1
0.441,5.3,41456,184.2,mid,full_time,yes,1
0.503,1.3,27900,118.2,junior,full_time,yes,1
0.235,3.2,20336,115.5,junior,full_time,no,0
0.565,5.6,70215,45.4,senior,full_time,no,1
0.217,0.0,30921,171.6,junior,freelance,yes,1
0.827,6.9,43524,124.2,mid,full_time,no,1
0.687,4.4,34719,108.6,mid,full_time,no,1
0.391,8.0,32645,21.1,senior,internship,no,1
0.331,7.4,42875,22.1,mid,full_time,no,1
0.508,12.5,71322,35.8,senior,full_time,no,1
0.487,3.5,25338,30.2,mid,internship,yes,0
0.122,6.7,43922,5.9,mid,full_time,no,0
0.133,0.9,19255,34.1,junior,part_time,no,1
0.479,1.5,27924,20.0,junior,full_time,no,1
0.325,0.9,28115,204.9,junior,full_time,yes,0
0.766,2.0,29041,33.3,junior,full_time,no,1
0.783,6.3,46306,161.7,mid,full_time,no,0
0.346,1.4,26736,25.0,junior,full_time,no,0
0.368,1.8,28894,98.7,junior,full_time,yes,0
0.344,1.6,26585,24.2,junior,full_time,no,0
0.085,4.5,48803,36.4,mid,freelance,yes,0
0.161,2.3,45932,23.3,mid,full_time,no,0
0.2,3.3,68481,89.6,senior,full_time,yes,0
0.602,3.0,43078,76.8,mid,full_time,no,1
0.364,9.3,66473,103.5,senior,full_time,yes,1
0.199,1.0,38943,10.1,mid,full_time,no,0
0.239,1.4,30403,40.3,junior,full_time,no,0
0.176,7.4,67903,67.6,senior,full_time,no,0
0.271,0.2,31892,92.1,junior,full_time,yes,1
0.654,5.4,43176,150.7,mid,full_time,yes,1
0.191,5.2,40507,81.9,mid,full_time,yes,1
0.29,1.7,23843,58.5,junior,part_time,yes,0
0.256,4.6,45751,69.4,mid,full_time,no,1
0.478,0.0,30909,34.9,junior,full_time,no,0
0.54,0.8,18241,6.0,junior,part_time,no,0
0.596,2.0,29291,53.9,junior,full_time,no,1
0.684,2.7,25363,16.8,junior,freelance,no,1
0.627,3.8,25663,67.0,junior,part_time,no,1
0.477,4.3,42572,40.5,mid,full_time,no,1
0.592,6.5,42673,51.1,mid,full_time,no,0
0.434,4.9,53697,92.6,mid,freelance,no,0
0.737,3.7,30369,32.5,mid,part_time,yes,1
0.605,1.1,28405,33.4,junior,full_time,no,1
0.131,0.6,24981,123.7,junior,full_time,no,0
0.344,4.7,38020,112.3,mid,full_time,yes,1
0.155,8.6,49726,39.5,senior,part_time,no,0
0.545,7.6,50565,109.1,mid,freelance,yes,1
0.616,2.0,13567,18.0,junior,part_time,no,1
0.188,5.4,44552,31.1,mid,full_time,no,0
0.47,8.1,48603,24.7,senior,part_time,no,1
0.664,3.4,18033,21.7,junior,internship,no,1
0.779,3.0,28823,45.7,junior,full_time,no,1
0.324,0.5,31660,45.4,junior,full_time,no,0
0.145,3.9,46061,27.2,mid,full_time,no,1
0.244,11.4,65697,63.9,senior,full_time,no,1
0.461,4.4,45230,114.6,mid,full_time,no,0
0.333,1.4,31088,12.2,junior,full_time,no,1
0.455,5.2,27364,85.8,mid,part_time,no,0
0.605,9.1,32660,10.2,senior,internship,no,0
0.508,3.9,38464,47.6,mid,full_time,no,0
0.547,11.5,67323,17.2,senior,full_time,no,1
0.439,2.4,25524,73.4,junior,full_time,no,0
0.409,2.4,21727,42.7,junior,full_time,yes,1
0.523,3.7,39729,84.9,mid,full_time,yes,1
0.365,4.5,41921,51.0,mid,full_time,yes,1
1.0,12.2,68559,44.1,senior,full_time,yes,1
0.401,6.8,36025,61.6,mid,part_time,no,0
0.554,2.1,18733,52.8,junior,internship,no,0
0.433,1.1,21623,63.5,junior,part_time,no,0
0.643,5.7,39106,4.6,mid,full_time,no,1
0.703,2.1,26151,214.3,junior,freelance,yes,1
0.74,3.9,21395,19.0,mid,internship,no,1
0.4,2.4,27838,42.8,junior,full_time,yes,1
0.427,0.6,29190,215.0,junior,full_time,yes,1
0.401,5.8,45132,16.0,mid,full_time,no,1
0.614,2.8,23980,107.4,junior,part_time,yes,1
0.486,4.5,43587,116.4,mid,full_time,yes,0
0.651,5.0,40605,89.6,mid,full_time,no,0
